"X";"Y";"Z";"PZ";"DZ";"PX";"DX";
"2615.5";"609.648";"-739.701";"130.15";"-71.0526";"457.749";"-298.012";"1.55579e-307";
"2562.98";"541.067";"-749.767";"125.117";"-68.9837";"431.488";"-292.465";"1.55579e-307";
"2519.38";"492.374";"-756.845";"121.578";"-66.93";"409.691";"-286.64";"1.55579e-307";
"2466.86";"437.894";"-763.697";"118.151";"-64.9221";"383.429";"-280.606";"1.55579e-307";
"2424.75";"399.61";"-766.692";"116.654";"-62.9475";"362.374";"-274.312";"1.55579e-307";
"2372.51";"357.707";"-767.157";"116.422";"-61.0286";"336.257";"-267.84";"1.55579e-307";
"2332.06";"330.646";"-764.902";"117.549";"-59.1953";"316.032";"-261.149";"1.55579e-307";
"2282.6";"301.91";"-756.695";"121.653";"-57.4402";"291.3";"-254.303";"1.55579e-307";
"2245.02";"283.867";"-747.361";"126.32";"-55.7959";"272.512";"-247.256";"1.55579e-307";
"2208.08";"270.526";"-734.52";"132.74";"-54.2804";"254.04";"-240.107";"1.55579e-307";
"2164.32";"257.274";"-715.051";"142.475";"-52.8987";"232.162";"-232.854";"1.55579e-307";
"2130.87";"250.016";"-695.559";"152.22";"-51.6759";"215.434";"-225.457";"1.55579e-307";
"2099.04";"244.11";"-674.677";"162.661";"-50.6113";"199.521";"-217.98";"1.55579e-307";
"2062.05";"237.889";"-646.057";"176.971";"-49.732";"181.024";"-210.471";"1.55579e-307";
"2033.79";"234.213";"-621.993";"189.004";"-49.0519";"166.893";"-202.87";"1.55579e-307";
"2000.25";"231.413";"-590.029";"204.985";"-48.5469";"150.123";"-195.244";"1.55579e-307";
"1975.19";"230.913";"-563.501";"218.249";"-48.2694";"137.597";"-187.601";"1.55579e-307";
"1950.97";"231.407";"-536.746";"231.627";"-48.1616";"125.483";"-179.914";"1.55579e-307";
"1922.21";"234.747";"-503.519";"248.241";"-48.2363";"111.106";"-172.243";"1.55579e-307";
"1900.35";"239.445";"-477.172";"261.414";"-48.5396";"100.173";"-164.603";"1.55579e-307";
"1875.22";"248.192";"-445.013";"277.494";"-49.0177";"87.6121";"-156.998";"1.55579e-307";
"1855.32";"256.611";"-420.768";"289.616";"-49.7108";"77.6619";"-149.459";"1.55579e-307";
"1835.98";"266.337";"-397.799";"301.1";"-50.5683";"67.9901";"-141.979";"1.55579e-307";
"1813.61";"279.197";"-370.782";"314.609";"-51.5815";"56.8038";"-134.567";"1.55579e-307";
"1796.87";"290.747";"-350.966";"324.517";"-52.7753";"48.4366";"-127.258";"1.55579e-307";
"1779.69";"303.837";"-332.436";"333.782";"-54.1064";"39.843";"-120.051";"1.55579e-307";
"1759.02";"320.105";"-311.584";"344.208";"-55.5667";"29.5082";"-112.944";"1.55579e-307";
"1743.03";"333.743";"-296.845";"351.578";"-57.1766";"21.5134";"-105.978";"1.55579e-307";
"1723.56";"351.683";"-280.746";"359.627";"-58.9005";"11.7822";"-99.1313";"1.55579e-307";
"1707.22";"367.478";"-270.072";"364.964";"-60.7433";"3.60968";"-92.3945";"1.55579e-307";
"1692.28";"383.655";"-260.557";"369.721";"-62.6902";"-3.8587";"-85.845";"1.55579e-307";
"1673.95";"404.442";"-250.72";"374.64";"-64.7259";"-13.0225";"-79.4378";"1.55579e-307";
"1659.81";"422.143";"-244.959";"377.52";"-66.8621";"-20.0925";"-73.2242";"1.55579e-307";
"1646.37";"439.76";"-240.505";"379.747";"-69.0687";"-26.8146";"-67.1779";"1.55579e-307";
"1628.25";"462.463";"-237.768";"381.116";"-71.3378";"-35.8762";"-61.3044";"1.55579e-307";
"1613.43";"481.522";"-237.622";"381.189";"-73.665";"-43.2835";"-55.6394";"1.55579e-307";
"1595.24";"506.279";"-239.912";"380.044";"-76.0251";"-52.3784";"-50.1488";"1.55579e-307";
"1580.36";"526.645";"-243.793";"378.104";"-78.406";"-59.8198";"-44.8662";"1.55579e-307";
"1565.55";"546.456";"-249.289";"375.356";"-80.7828";"-67.2244";"-39.7488";"1.55579e-307";
"1550.1";"566.719";"-256.779";"371.611";"-83.1367";"-74.9484";"-34.8581";"1.55579e-307";
"1533.74";"586.755";"-266.245";"366.878";"-85.4464";"-83.128";"-30.1189";"1.55579e-307";
"1518.09";"606.419";"-277.375";"361.313";"-87.6757";"-90.9528";"-25.5804";"1.55579e-307";
"1496.5";"631.242";"-294.106";"352.947";"-89.812";"-101.751";"-21.1748";"1.55579e-307";
"1479.18";"650.518";"-309.366";"345.317";"-91.8139";"-110.41";"-16.8621";"1.55579e-307";
"1461.85";"670.134";"-326.466";"336.767";"-93.6579";"-119.074";"-12.7098";"1.55579e-307";
"1444.36";"689.524";"-345.374";"327.313";"-95.3356";"-127.82";"-8.65511";"1.55579e-307";
"1426.55";"708.517";"-365.819";"317.091";"-96.8324";"-136.727";"-4.68734";"1.55579e-307";
"1408.43";"727.107";"-387.742";"306.129";"-98.1062";"-145.787";"-0.835812";"1.55579e-307";
"1390";"745.192";"-410.925";"294.538";"-99.171";"-155.001";"2.95425";"1.55579e-307";
"1371.79";"762.952";"-435.55";"282.225";"-99.9851";"-164.103";"6.65272";"1.55579e-307";
"1349.33";"782.67";"-467.792";"266.104";"-100.567";"-175.335";"10.3097";"1.55579e-307";
"1331.9";"796.739";"-494.27";"252.865";"-100.88";"-184.051";"13.956";"1.55579e-307";
"1315.35";"809.825";"-521.203";"239.398";"-100.922";"-192.325";"17.5336";"1.55579e-307";
"1294.75";"825.181";"-556.66";"221.67";"-100.722";"-202.624";"21.0791";"1.55579e-307";
"1279.16";"835.949";"-585.537";"207.232";"-100.215";"-210.42";"24.5971";"1.55579e-307";
"1264.23";"845.776";"-614.873";"192.564";"-99.4656";"-217.887";"28.089";"1.55579e-307";
"1246.72";"856.117";"-651.63";"174.185";"-98.4789";"-226.638";"31.5541";"1.55579e-307";
"1233.5";"863.692";"-681.806";"159.097";"-97.2023";"-233.252";"34.9898";"1.55579e-307";
"1220.18";"871.111";"-713.09";"143.455";"-95.6985";"-239.912";"38.4042";"1.55579e-307";
"1204.42";"879.16";"-751.48";"124.26";"-93.9683";"-247.79";"41.7952";"1.55579e-307";
"1190.32";"886.743";"-790.635";"104.682";"-91.9687";"-254.838";"45.1564";"1.55579e-307";
"1179.29";"890.896";"-822.307";"88.8464";"-89.7242";"-260.354";"48.5061";"1.55579e-307";
"1169.1";"895.525";"-854.102";"72.9492";"-87.2626";"-265.448";"51.8047";"1.55579e-307";
"1156.59";"901.183";"-894.257";"52.8716";"-84.6079";"-271.705";"55.066";"1.55579e-307";
"1146.84";"903.475";"-926.216";"36.8922";"-81.7275";"-276.579";"58.3126";"1.55579e-307";
"1135.76";"907.905";"-967.027";"16.4867";"-78.6571";"-282.12";"61.5072";"1.55579e-307";
"1124.96";"912.938";"-1007.92";"-3.9624";"-75.3749";"-287.518";"64.6833";"1.55579e-307";
"1116.19";"916.987";"-1040.82";"-20.4103";"-71.8867";"-291.906";"67.8434";"1.55579e-307";
"1107.63";"919.958";"-1073.66";"-36.8299";"-68.2364";"-296.186";"70.9468";"1.55579e-307";
"1097.59";"923.339";"-1114.4";"-57.2016";"-64.4362";"-301.207";"74.0123";"1.55579e-307";
"1089.3";"925.37";"-1147.05";"-73.5248";"-60.4613";"-305.348";"77.0284";"1.55579e-307";
"1081.05";"926.788";"-1179.26";"-89.629";"-56.3556";"-309.473";"80.0045";"1.55579e-307";
"1070.88";"927.051";"-1219.27";"-109.637";"-52.1284";"-314.56";"82.9408";"1.55579e-307";
"1062.65";"926.148";"-1251.23";"-125.616";"-47.7535";"-318.675";"85.8452";"1.55579e-307";
"1054.38";"924.468";"-1282.37";"-141.183";"-43.2762";"-322.81";"88.7003";"1.55579e-307";
"1043.7";"921.551";"-1321.24";"-160.62";"-38.7081";"-328.148";"91.5107";"1.55579e-307";
"1035.36";"918.728";"-1351.68";"-175.841";"-34.0393";"-332.319";"94.2549";"1.55579e-307";
"1027.16";"915.775";"-1381.37";"-190.685";"-29.3015";"-336.42";"96.9447";"1.55579e-307";
"1016.6";"912.017";"-1418.01";"-209.003";"-24.5065";"-341.7";"99.5792";"1.55579e-307";
"1008.48";"908.912";"-1446.72";"-223.36";"-19.6309";"-345.76";"102.172";"1.55579e-307";
"1000.12";"905.967";"-1474.43";"-237.217";"-14.7177";"-349.941";"104.705";"1.55579e-307";
"989.494";"902.366";"-1508.11";"-254.054";"-9.77819";"-355.253";"107.18";"1.55579e-307";
"981.346";"899.839";"-1533.98";"-266.989";"-4.79099";"-359.327";"109.607";"1.55579e-307";
"973.242";"897.587";"-1558.8";"-279.4";"0.201868";"-363.379";"111.974";"1.55579e-307";
"962.708";"895.499";"-1588.77";"-294.387";"5.16099";"-368.646";"114.253";"1.55579e-307";
"954.198";"894.61";"-1611.44";"-305.721";"10.136";"-372.901";"116.49";"1.55579e-307";
"946.292";"893.461";"-1632.75";"-316.377";"15.0916";"-376.854";"118.679";"1.55579e-307";
"938.429";"893.172";"-1653.12";"-326.559";"19.983";"-380.786";"120.791";"1.55579e-307";
"928.399";"893.307";"-1677.18";"-338.592";"24.8356";"-385.801";"122.856";"1.55579e-307";
"920.712";"893.721";"-1695.07";"-347.537";"29.6643";"-389.644";"124.892";"1.55579e-307";
"910.896";"894.408";"-1715.73";"-357.866";"34.4072";"-394.552";"126.867";"1.55579e-307";
"903.379";"895.353";"-1731.24";"-365.619";"39.1069";"-398.31";"128.823";"1.55579e-307";
"893.962";"896.704";"-1748.43";"-374.217";"43.7348";"-403.019";"130.743";"1.55579e-307";
"886.431";"897.936";"-1761.43";"-380.717";"48.2665";"-406.785";"132.624";"1.55579e-307";
"879.05";"899.669";"-1773.24";"-386.62";"52.6792";"-410.475";"134.466";"1.55579e-307";
"871.921";"902.022";"-1783.87";"-391.935";"57.0016";"-414.04";"136.285";"1.55579e-307";
"862.935";"904.938";"-1795.74";"-397.869";"61.2278";"-418.532";"138.087";"1.55579e-307";
"856.099";"907.967";"-1804.23";"-402.115";"65.3255";"-421.95";"139.866";"1.55579e-307";
"849.151";"911.956";"-1811.82";"-405.911";"69.3164";"-425.424";"141.628";"1.55579e-307";
"841.064";"917.626";"-1820.1";"-410.051";"73.1564";"-429.468";"143.365";"1.55579e-307";
"834.688";"923.352";"-1825.64";"-412.822";"76.8481";"-432.656";"145.086";"1.55579e-307";
"828.056";"929.559";"-1830.31";"-415.154";"80.4155";"-435.972";"146.792";"1.55579e-307";
"822.63";"936.24";"-1834.73";"-417.365";"83.8548";"-438.685";"148.486";"1.55579e-307";
"816.944";"943.213";"-1838.57";"-419.285";"87.129";"-441.528";"150.153";"1.55579e-307";
"809.776";"953.303";"-1842.33";"-421.165";"90.2723";"-445.112";"151.804";"1.55579e-307";
"805.217";"959.356";"-1845.67";"-422.833";"93.2863";"-447.392";"153.448";"1.55579e-307";
"799.345";"968.055";"-1848.74";"-424.37";"96.1335";"-450.327";"155.058";"1.55579e-307";
"795.428";"974.215";"-1850.83";"-425.416";"98.8495";"-452.286";"156.654";"1.55579e-307";
"791.603";"979.956";"-1852.96";"-426.48";"101.433";"-454.199";"158.223";"1.55579e-307";
"788.345";"987.157";"-1856.22";"-428.108";"103.85";"-455.828";"159.751";"1.55579e-307";
"785.827";"991.051";"-1858.5";"-429.251";"106.144";"-457.086";"161.248";"1.55579e-307";
"783.679";"996.037";"-1861.34";"-430.671";"108.312";"-458.161";"162.711";"1.55579e-307";
"781.528";"999.988";"-1862.98";"-431.488";"110.328";"-459.236";"164.122";"1.55579e-307";
"780.365";"1004.09";"-1866.45";"-433.225";"112.22";"-459.818";"165.498";"1.55579e-307";
"779.493";"1007.31";"-1867.88";"-433.942";"114.002";"-460.254";"166.829";"1.55579e-307";
"779.752";"1010.27";"-1870.48";"-435.239";"115.637";"-460.124";"168.102";"1.55579e-307";
"779.973";"1014.69";"-1872.29";"-436.147";"117.166";"-460.014";"169.324";"1.55579e-307";
"781.194";"1017.95";"-1874.52";"-437.258";"118.591";"-459.403";"170.495";"1.55579e-307";
"782.041";"1021.74";"-1875.33";"-437.664";"119.89";"-458.98";"171.595";"1.55579e-307";
"784.34";"1025.73";"-1876.77";"-438.383";"121.09";"-457.83";"172.639";"1.55579e-307";
"786.921";"1028.6";"-1878.07";"-439.037";"122.199";"-456.539";"173.62";"1.55579e-307";
"789.775";"1031.78";"-1878.53";"-439.266";"123.221";"-455.113";"174.539";"1.55579e-307";
"793.146";"1033.72";"-1878.99";"-439.493";"124.137";"-453.427";"175.379";"1.55579e-307";
"797.927";"1035.31";"-1878.92";"-439.46";"124.973";"-451.036";"176.152";"1.55579e-307";
"801.751";"1036.38";"-1878.47";"-439.235";"125.714";"-449.125";"176.836";"1.55579e-307";
"806.502";"1036.18";"-1878.36";"-439.182";"126.384";"-446.749";"177.452";"1.55579e-307";
"813.176";"1034.77";"-1877.31";"-438.656";"126.974";"-443.412";"177.982";"1.55579e-307";
"818.039";"1033.73";"-1876.16";"-438.081";"127.501";"-440.981";"178.426";"1.55579e-307";
"823.46";"1031.85";"-1874.88";"-437.44";"127.969";"-438.27";"178.796";"1.55579e-307";
"829.258";"1029.33";"-1873.23";"-436.616";"128.382";"-435.371";"179.09";"1.55579e-307";
"836.497";"1026.36";"-1870.74";"-435.368";"128.735";"-431.752";"179.294";"1.55579e-307";
"842.268";"1023.67";"-1868.17";"-434.086";"129.037";"-428.866";"179.413";"1.55579e-307";
"847.178";"1020.17";"-1866.14";"-433.068";"129.293";"-426.411";"179.454";"1.55579e-307";
"852.387";"1016.81";"-1863.6";"-431.801";"129.502";"-423.807";"179.417";"1.55579e-307";
"858.633";"1012.06";"-1860.27";"-430.135";"129.675";"-420.684";"179.31";"1.55579e-307";
"863.434";"1007.97";"-1857.09";"-428.546";"129.811";"-418.283";"179.125";"1.55579e-307";
"868.618";"1003.9";"-1853.56";"-426.779";"129.913";"-415.691";"178.878";"1.55579e-307";
"874.718";"998.881";"-1848.39";"-424.194";"129.981";"-412.641";"178.564";"1.55579e-307";
"879.602";"994.97";"-1843.81";"-421.905";"130.008";"-410.199";"178.171";"1.55579e-307";
"884.396";"991.218";"-1838.64";"-419.319";"130";"-407.802";"177.72";"1.55579e-307";
"888.765";"987.731";"-1833.32";"-416.661";"129.954";"-405.617";"177.205";"1.55579e-307";
"895.595";"983.162";"-1824.98";"-412.491";"129.874";"-402.203";"176.639";"1.55579e-307";
"900.346";"978.479";"-1818.59";"-409.296";"129.747";"-399.827";"176.009";"1.55579e-307";
"905.499";"974.516";"-1811.31";"-405.655";"129.576";"-397.251";"175.33";"1.55579e-307";
"911.689";"969.292";"-1801.81";"-400.907";"129.362";"-394.156";"174.605";"1.55579e-307";
"916.756";"964.873";"-1793.76";"-396.882";"129.091";"-391.622";"173.829";"1.55579e-307";
"921.951";"960.2";"-1785.24";"-392.619";"128.777";"-389.024";"173.009";"1.55579e-307";
"927.302";"955.505";"-1776.24";"-388.12";"128.407";"-386.349";"172.151";"1.55579e-307";
"934.26";"949.476";"-1764.32";"-382.161";"127.991";"-382.87";"171.255";"1.55579e-307";
"940.065";"945.117";"-1754.07";"-377.034";"127.508";"-379.968";"170.319";"1.55579e-307";
"944.339";"941.886";"-1745.94";"-372.97";"126.971";"-377.83";"169.349";"1.55579e-307";
"950.815";"937.966";"-1734.71";"-367.354";"126.386";"-374.593";"168.36";"1.55579e-307";
"958.791";"933.337";"-1719.28";"-359.64";"125.747";"-370.604";"167.337";"1.55579e-307";
"965.75";"929.973";"-1706.37";"-353.183";"125.031";"-367.125";"166.28";"1.55579e-307";
"975.417";"926.518";"-1689.08";"-344.541";"124.251";"-362.291";"165.196";"1.55579e-307";
"983.009";"923.985";"-1674.59";"-337.294";"123.39";"-358.495";"164.071";"1.55579e-307";
"990.443";"922.205";"-1659.44";"-329.719";"122.461";"-354.778";"162.92";"1.55579e-307";
"1001.72";"920.838";"-1639.76";"-319.88";"121.463";"-349.139";"161.753";"1.55579e-307";
"1010.46";"920.221";"-1623.47";"-311.736";"120.378";"-344.772";"160.541";"1.55579e-307";
"1021.91";"920.754";"-1602.71";"-301.354";"119.219";"-339.045";"159.305";"1.55579e-307";
"1032.01";"921.433";"-1585.75";"-292.874";"117.971";"-333.997";"158.04";"1.55579e-307";
"1042.04";"922.981";"-1568.49";"-284.244";"116.651";"-328.979";"156.743";"1.55579e-307";
"1052.29";"924.344";"-1551.28";"-275.64";"115.258";"-323.857";"155.419";"1.55579e-307";
"1066.41";"925.724";"-1529.62";"-264.812";"113.795";"-316.793";"154.067";"1.55579e-307";
"1077.97";"927.14";"-1512.28";"-256.138";"112.245";"-311.014";"152.674";"1.55579e-307";
"1089.76";"928.35";"-1495.05";"-247.526";"110.627";"-305.121";"151.245";"1.55579e-307";
"1106.27";"930.155";"-1473.68";"-236.838";"108.94";"-296.865";"149.775";"1.55579e-307";
"1120.62";"930.417";"-1455.98";"-227.99";"107.168";"-289.692";"148.236";"1.55579e-307";
"1134.8";"931.464";"-1438.8";"-219.399";"105.33";"-282.602";"146.648";"1.55579e-307";
"1154.26";"932.731";"-1417.68";"-208.838";"103.429";"-272.868";"145.004";"1.55579e-307";
"1169.72";"934.02";"-1400.91";"-200.455";"101.447";"-265.142";"143.273";"1.55579e-307";
"1186.68";"935.737";"-1384.45";"-192.223";"99.4134";"-256.662";"141.485";"1.55579e-307";
"1208.45";"937.185";"-1362.81";"-181.407";"97.3254";"-245.775";"139.624";"1.55579e-307";
"1226.63";"938.42";"-1345.5";"-172.748";"95.1626";"-236.687";"137.66";"1.55579e-307";
"1250.25";"939.181";"-1323.97";"-161.984";"92.9452";"-224.877";"135.612";"1.55579e-307";
"1269.73";"940.746";"-1307.56";"-153.782";"90.6678";"-215.133";"133.463";"1.55579e-307";
"1289.54";"940.38";"-1290.33";"-145.167";"88.345";"-205.232";"131.224";"1.55579e-307";
"1309.93";"940.256";"-1273.43";"-136.714";"85.9769";"-195.036";"128.896";"1.55579e-307";
"1335.68";"939.591";"-1252.19";"-126.096";"83.5752";"1417.84";"126.483";"1.55579e-307";
"1357.22";"938.593";"-1234.63";"-117.315";"81.1135";"1428.61";"104.55";"1.55579e-307";
"1378.07";"937.654";"-1217.48";"-108.742";"78.6107";"1439.04";"82.5181";"1.55579e-307";
"1405.39";"936.737";"-1195.96";"-97.9785";"76.0709";"1452.7";"60.3922";"1.55579e-307";
"1426.7";"935.343";"-1178.09";"-89.043";"73.4874";"1463.35";"38.1429";"1.55579e-307";
"1447.95";"934.093";"-1160.35";"-80.176";"70.8693";"1473.97";"15.7997";"1.55579e-307";
"1468.67";"932.049";"-1142.45";"-71.2269";"68.2076";"1484.33";"-6.64643";"1.55579e-307";
"1488.44";"929.813";"-1124.4";"-62.2015";"65.5155";"1494.22";"-29.1789";"1.55579e-307";
"1506.7";"926.939";"-1106.32";"-53.1605";"62.8115";"1503.35";"-51.7828";"1.55579e-307";
"1527.47";"923.302";"-1083.94";"-41.9718";"60.084";"1513.74";"-74.4552";"1.55579e-307";
"1540.76";"920.122";"-1066.43";"-33.2133";"57.3334";"1520.38";"-97.1949";"1.55579e-307";
"1552.64";"916.134";"-1044.65";"-22.3273";"54.569";"1526.32";"-119.969";"1.55579e-307";
"1558";"913.193";"-1028.05";"-14.0259";"51.7746";"1529";"-142.77";"1.55579e-307";
"1559.35";"909.98";"-1011.54";"-5.76782";"48.9941";"1529.68";"-165.536";"1.55579e-307";
"1554.94";"905.836";"-991.429";"4.28537";"46.2126";"1527.47";"-188.256";"1.55579e-307";
"1543.95";"901.332";"-972.154";"13.9232";"43.434";"1521.98";"-210.881";"1.55579e-307";
"1530.3";"897.52";"-957.294";"21.353";"40.6449";"1515.15";"-233.377";"1.55579e-307";
"1507.32";"892.282";"-939.363";"30.3184";"37.8668";"1503.66";"-255.73";"1.55579e-307";
"1484.93";"887.098";"-925.993";"37.0036";"35.0853";"1492.47";"-277.882";"1.55579e-307";
"1451.41";"880.466";"-909.719";"45.1404";"32.3416";"1475.7";"-299.812";"1.55579e-307";
"1420.8";"874.828";"-897.467";"51.2667";"29.6027";"1460.4";"-321.47";"1.55579e-307";
"1378.68";"867.548";"-882.974";"58.5129";"26.8864";"1439.34";"-342.87";"1.55579e-307";
"1341.25";"861.965";"-872.274";"63.8629";"24.2014";"1420.62";"-363.915";"1.55579e-307";
"1290.98";"855.278";"-859.679";"70.1606";"21.5482";"1395.49";"-384.646";"1.55579e-307";
"1247.7";"850.695";"-850.038";"74.9811";"18.9158";"1373.85";"-404.986";"1.55579e-307";
"1190.81";"845.466";"-838.7";"80.6501";"16.3356";"1345.41";"-424.947";"1.55579e-307";
"1142.55";"842.582";"-830.435";"84.7827";"13.7801";"1321.28";"-444.469";"1.55579e-307";
"1092.33";"841.139";"-822.678";"88.661";"11.2619";"1296.17";"-463.595";"1.55579e-307";
"1038.93";"841.829";"-815.65";"92.175";"8.80672";"1269.46";"-482.285";"1.55579e-307";
"984.716";"841.711";"-809.15";"95.4252";"6.39833";"1242.36";"-500.542";"1.55579e-307";
"927.806";"842.999";"-803.012";"98.4939";"4.05824";"1213.9";"-518.326";"1.55579e-307";
"869.124";"844.6";"-797.198";"101.401";"1.76483";"1184.56";"-535.648";"1.55579e-307";
"808.832";"846.446";"-791.961";"104.019";"-0.476706";"1154.42";"-552.494";"1.55579e-307";
"731.952";"847.434";"-786.642";"106.679";"-2.66519";"1115.98";"-568.851";"1.55579e-307";
"669.337";"846.5";"-782.787";"108.607";"-4.78133";"1084.67";"-565.192";"1.55579e-307";
"605.893";"844.69";"-779.516";"110.242";"-6.83516";"1052.95";"-561.023";"1.55579e-307";
"541.961";"841.007";"-776.748";"111.626";"-8.82592";"1020.98";"-556.343";"1.55579e-307";
"477.858";"836.229";"-774.339";"112.831";"-10.7314";"988.929";"-551.11";"1.55579e-307";
"413.359";"830.225";"-772.484";"113.758";"-12.5666";"956.679";"-545.36";"1.55579e-307";
"348.681";"823.368";"-770.851";"114.574";"-14.3297";"924.34";"-539.089";"1.55579e-307";
"283.511";"815.551";"-769.922";"115.039";"-16.0188";"891.755";"-532.302";"1.55579e-307";
"217.74";"806.968";"-768.748";"115.626";"-17.63";"858.87";"-524.999";"1.55579e-307";
"134.863";"795.418";"-768.244";"115.878";"-19.1645";"817.431";"-517.187";"1.55579e-307";
"68.2003";"786.082";"-768.277";"115.861";"-20.5995";"784.1";"-508.747";"1.55579e-307";
"1.12227";"776.941";"-768.392";"115.804";"-21.9547";"750.561";"-499.822";"1.55579e-307";
"-66.4979";"767.969";"-768.679";"115.661";"-23.2104";"716.751";"-490.419";"1.55579e-307";
"-134.149";"759.155";"-768.607";"115.697";"-24.3894";"682.925";"-480.574";"1.55579e-307";
"-219.234";"748.848";"-768.548";"115.726";"-25.4936";"640.383";"-470.31";"1.55579e-307";
"-287.432";"741.279";"-768.65";"115.675";"-26.5067";"606.284";"-459.558";"1.55579e-307";
"-355.298";"734.721";"-768.268";"115.866";"-27.4317";"572.351";"-448.458";"1.55579e-307";
"-439.955";"728.078";"-767.181";"116.41";"-28.2909";"530.022";"-437.03";"1.55579e-307";
"-507.589";"723.56";"-765.757";"117.121";"-29.0736";"496.205";"-425.229";"1.55579e-307";
"-574.821";"720.011";"-764.089";"117.955";"-29.8019";"462.589";"-413.153";"1.55579e-307";
"-658.111";"716.174";"-761.214";"119.393";"-30.4639";"420.945";"-400.873";"1.55579e-307";
"-740.502";"713.211";"-758.275";"120.862";"-31.0832";"379.749";"-388.273";"1.55579e-307";
"-805.607";"710.88";"-755.377";"122.311";"-31.65";"347.196";"-375.43";"1.55579e-307";
"-869.725";"708.238";"-752.571";"123.715";"-32.1814";"315.138";"-362.419";"1.55579e-307";
"-932.792";"706.03";"-749.551";"125.224";"-32.6682";"283.604";"-349.323";"1.55579e-307";
"-1009.98";"703.283";"-745.761";"127.119";"-33.125";"245.01";"-336.108";"1.55579e-307";
"-1069.99";"701.401";"-742.861";"128.57";"-33.5474";"215.005";"-322.77";"1.55579e-307";
"-1128.35";"699.619";"-740.069";"129.966";"-33.9455";"185.824";"-309.361";"1.55579e-307";
"-1184.91";"697.374";"-737.082";"131.459";"-34.321";"-592.454";"-295.902";"1.55579e-307";
"-1239.77";"695.507";"-734.382";"132.809";"-34.6781";"-619.885";"-273.333";"1.55579e-307";
"-1305.99";"692.792";"-731.481";"134.26";"-35.018";"-652.994";"-250.761";"1.55579e-307";
"-1356.97";"690.357";"-729.38";"135.31";"-35.3431";"-678.487";"-228.132";"1.55579e-307";
"-1405.61";"688.475";"-727.393";"136.303";"-35.6514";"-702.805";"-205.549";"1.55579e-307";
"-1452.19";"686.278";"-725.517";"137.241";"-35.9449";"-726.093";"-183.038";"1.55579e-307";
"-1507.57";"683.447";"-723.355";"138.322";"-36.2227";"-753.786";"-160.709";"1.55579e-307";
"-1549.26";"680.648";"-721.412";"139.294";"-36.4929";"-774.63";"-138.425";"1.55579e-307";
"-1597.79";"677.125";"-719.004";"140.498";"-36.757";"-798.894";"-116.273";"1.55579e-307";
"-1633.49";"673.759";"-716.827";"141.586";"-37.0194";"-816.747";"-94.2136";"1.55579e-307";
"-1666.44";"670.113";"-714.53";"142.735";"-37.2809";"-833.218";"-72.3266";"1.55579e-307";
"-1696.39";"666.128";"-711.621";"144.189";"-37.5443";"-848.197";"-50.6309";"1.55579e-307";
"-1729.51";"660.5";"-707.962";"146.019";"-37.8135";"-864.757";"-29.1456";"1.55579e-307";
"-1752.57";"655.716";"-704.618";"147.691";"-38.0951";"-876.285";"-7.85454";"1.55579e-307";
"-1777.34";"648.613";"-699.962";"150.019";"-38.3866";"-888.67";"13.1776";"1.55579e-307";
"-1794.11";"642.247";"-695.922";"152.039";"-38.697";"-897.056";"33.8577";"1.55579e-307";
"-1808.44";"635.305";"-691.417";"154.292";"-39.0259";"-904.219";"54.2353";"1.55579e-307";
"-1820.61";"628.35";"-686.61";"156.695";"-39.3758";"-910.303";"74.2933";"1.55579e-307";
"-1833.19";"619.324";"-680.146";"159.927";"-39.7488";"-916.597";"94.0151";"1.55579e-307";
"-1841.13";"612.338";"-674.311";"162.844";"-40.1509";"-920.566";"113.403";"1.55579e-307";
"-1848.84";"604.548";"-666.791";"166.604";"-40.5793";"-924.418";"132.324";"1.55579e-307";
"-1853.39";"599.019";"-660.387";"169.807";"-41.0423";"-926.694";"150.878";"1.55579e-307";
"-1856.36";"593.73";"-653.494";"173.253";"-41.5326";"-928.178";"169.048";"1.55579e-307";
"-1858.37";"587.277";"-644.219";"177.891";"-42.0494";"-929.185";"186.723";"1.55579e-307";
"-1858.56";"581.433";"-636.422";"181.789";"-42.6019";"-929.28";"204.001";"1.55579e-307";
"-1857.18";"575.607";"-628.05";"185.975";"-43.1822";"-928.592";"220.872";"1.55579e-307";
"-1853.36";"568.984";"-617.277";"191.361";"-43.7875";"-926.678";"237.23";"1.55579e-307";
"-1849.11";"563.573";"-608.514";"195.743";"-44.4283";"-924.555";"253.065";"1.55579e-307";
"-1843.64";"558.651";"-599.483";"200.259";"-45.0959";"-921.819";"268.48";"1.55579e-307";
"-1835.54";"552.602";"-587.851";"206.074";"-45.7918";"-917.77";"283.474";"1.55579e-307";
"-1827.33";"547.726";"-578.218";"210.891";"-46.5268";"-913.666";"298.036";"1.55579e-307";
"-1817.83";"542.926";"-568.725";"215.638";"-47.2883";"-908.915";"312.081";"1.55579e-307";
"-1803.51";"536.757";"-556.426";"221.787";"-48.0799";"-901.756";"325.704";"1.55579e-307";
"-1790.11";"531.533";"-546.258";"226.871";"-48.9146";"-895.053";"338.887";"1.55579e-307";
"-1771.05";"524.461";"-533.743";"233.128";"-49.782";"-885.524";"342.554";"1.55579e-307";
"-1753.49";"519.063";"-523.336";"238.332";"-50.694";"-876.747";"345.774";"1.55579e-307";
